age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
24,0,2,0,0,,0,1,,4,NBA,14,Demetris Nichols,,33%,47%,20%,,71,+38.3,+36.8,SF,2008-09,,0,0,0
24,0,2,0,0,,0,1,,2,NBA,5,Demetris Nichols,,33%,67%,,,71,+97.7,+97.4,SF,2008-09,CHI,0,0,0
24,0,0,0,0,,0,0,,2,NBA,9,Demetris Nichols,,33%,36%,32%,,71,-10.6,-13.3,SF,2008-09,NYK,0,0,0
37,23,253,119,68,,29,67,,82,NBA,2049,Johnny Newman,,35%,62%,3%,,74,-6.0,-8.6,SG,2000-01,NJN,27,29,50
38,2,31,23,9,,4,22,,47,NBA,724,Johnny Newman,2%,56%,41%,1%,,74,-4.2,+1.2,SF,2001-02,DAL,6,6,9
26,0,13,5,7,,0,5,,27,NBA,184,Ira Newble,,2%,88%,10%,,76,-25.9,-15.8,SF,2000-01,SAS,6,0,0
27,8,106,38,28,,6,62,,42,NBA,1273,Ira Newble,,84%,17%,,,76,+6.7,-0.3,SF,2001-02,ATL,27,9,13
28,14,220,45,31,,12,81,,73,NBA,1931,Ira Newble,,56%,38%,6%,,76,-5.9,-6.8,SF,2002-03,ATL,37,18,14
29,6,153,24,13,,3,57,,64,NBA,1245,Ira Newble,,26%,71%,3%,,76,-3.5,-5.4,SF,2003-04,CLE,37,11,6
30,5,189,27,26,,6,71,,74,NBA,1832,Ira Newble,1%,91%,8%,,,76,-2.5,-0.6,SG,2004-05,CLE,34,12,15
31,1,19,4,5,,1,20,,36,NBA,353,Ira Newble,,78%,22%,,,76,-0.4,+2.2,SG,2005-06,CLE,5,3,4
32,1,4,5,3,,0,12,,15,NBA,129,Ira Newble,,37%,48%,12%,3%,76,-1.1,+3.3,SF,2006-07,CLE,2,0,0
33,2,38,12,14,,4,39,,49,NBA,698,Ira Newble,,27%,56%,18%,,76,-11.6,-11.5,SG-SF,2007-08,,13,7,14
33,2,30,12,11,,3,36,,41,NBA,650,Ira Newble,,28%,53%,19%,,76,-13.2,-11.1,SG,2007-08,CLE,11,7,13
33,0,2,0,1,,0,0,,2,NBA,17,Ira Newble,,,100%,,,76,-32.9,-41.8,SF,2007-08,SEA,0,0,0
33,0,6,0,2,,1,3,,6,NBA,31,Ira Newble,,16%,81%,3%,,76,-8.7,-0.9,SF,2007-08,LAL,2,0,1
24,5,100,28,27,,8,112,,73,NBA,1233,Rasho Nesterovic,,,,,100%,83,-2.0,+0.2,C,2000-01,MIN,11,16,28
25,5,167,32,47,,18,148,,82,NBA,2218,Rasho Nesterovic,,,,2%,98%,83,+5.8,+6.3,C,2001-02,MIN,27,21,46
26,10,244,44,58,,23,141,,77,NBA,2337,Rasho Nesterovic,,,,8%,93%,83,-0.1,+2.3,C,2002-03,MIN,31,19,49
27,11,250,50,41,,15,152,,82,NBA,2353,Rasho Nesterovic,,,,,100%,83,-3.4,+6.7,C,2003-04,SAS,42,24,41
28,6,157,14,20,,10,138,,70,NBA,1785,Rasho Nesterovic,,,,,100%,83,+7.5,+13.1,C,2004-05,SAS,27,20,26
29,2,76,13,13,,9,124,,80,NBA,1515,Rasho Nesterovic,,,,,100%,83,+2.9,+9.9,C,2005-06,SAS,22,12,19
30,8,161,26,21,,8,129,,80,NBA,1676,Rasho Nesterovic,,,,,100%,83,+4.4,+3.8,C,2006-07,TOR,13,14,29
31,8,184,28,28,,10,87,,71,NBA,1486,Rasho Nesterovic,,,,,100%,83,-1.8,+2.3,C,2007-08,TOR,17,13,30
32,4,247,17,21,,9,110,,70,NBA,1214,Rasho Nesterovic,,,,,100%,83,-5.9,-5.3,C,2008-09,IND,35,11,17
33,3,53,3,6,,4,33,,42,NBA,413,Rasho Nesterovic,,,,1%,99%,83,-10.3,-11.2,C,2009-10,TOR,5,3,8
25,8,163,45,28,,14,63,,62,NBA,1556,Tyrone Nesby,,26%,74%,,,85,-1.6,-6.6,SF-SG,2000-01,,26,18,21
25,3,22,11,7,,1,13,,14,NBA,333,Tyrone Nesby,1%,90%,9%,,,85,-6.6,-9.4,SG,2000-01,LAC,2,5,3
25,5,141,34,21,,13,50,,48,NBA,1223,Tyrone Nesby,,9%,91%,,,85,+2.0,-5.9,SF,2000-01,WAS,24,13,18
26,10,202,45,22,,14,69,,70,NBA,1498,Tyrone Nesby,1%,10%,66%,23%,,85,+2.1,-0.1,SF,2001-02,WAS,20,12,17
23,2,32,6,4,,3,9,,13,NBA,171,DeMarcus Nelson,69%,31%,,,,91,-6.9,-10.5,PG,2008-09,GSW,4,5,6
22,0,32,3,3,0,1,3,0,24,NBA,142,Nemanja Nedovic,58%,42%,,,,94,-29.7,-23.6,SG,2013-14,GSW,8,4,1
26,11,228,34,15,,14,69,,80,NBA,1685,Gary Neal,4%,79%,17%,,,98,-5.4,+3.4,SG,2010-11,SAS,27,21,30
27,10,277,24,18,,6,31,,56,NBA,1206,Gary Neal,45%,55%,,,,98,-4.0,+5.4,SG,2011-12,SAS,34,18,8
28,7,305,26,18,,8,46,5,68,NBA,1484,Gary Neal,36%,62%,2%,,,98,-4.5,+4.0,SG,2012-13,SAS,24,21,24
29,10,188,36,14,4,10,24,2,52,NBA,1114,Gary Neal,7%,90%,3%,,,98,-4.9,-8.8,SG,2013-14,,28,18,18
29,4,103,17,8,2,5,10,2,30,NBA,607,Gary Neal,14%,82%,5%,,,98,-7.7,-15.5,SG,2013-14,MIL,18,11,10
29,6,85,19,6,2,5,14,0,22,NBA,507,Gary Neal,,100%,,,,98,-0.6,-0.6,SG,2013-14,CHA,10,7,8
30,9,235,39,25,5,8,45,0,54,NBA,1193,Gary Neal,10%,87%,4%,,,98,+1.5,-5.3,SG,2014-15,,33,15,17
30,6,190,32,21,4,6,37,0,43,NBA,931,Gary Neal,12%,85%,3%,,,98,-3.4,-6.1,SG,2014-15,CHO,31,12,12
30,3,45,7,4,1,2,8,0,11,NBA,262,Gary Neal,,93%,7%,,,98,+7.6,-2.4,SG,2014-15,MIN,2,3,5
31,6,112,21,11,3,5,22,1,40,NBA,807,Gary Neal,,85%,15%,,,98,-12.5,-10.4,SG,2015-16,WAS,10,12,8
32,0,3,1,0,0,0,0,0,2,NBA,18,Gary Neal,65%,35%,,,,98,-14.6,-15.8,SG,2016-17,ATL,0,0,0
27,9,401,43,25,,3,31,,82,NBA,2117,Juan Carlos Navarro,2%,97%,1%,,,100,-1.6,-7.4,SG,2007-08,MEM,66,40,28
26,7,1132,49,44,,16,46,,70,NBA,2387,Steve Nash,95%,5%,,,,106,+6.2,+7.0,PG,2000-01,DAL,137,32,36
27,15,1428,71,44,,14,62,,82,NBA,2837,Steve Nash,77%,23%,,,,106,+2.1,+5.2,PG,2001-02,DAL,163,45,21
28,21,1353,100,53,,15,44,,82,NBA,2711,Steve Nash,99%,2%,,,,106,+4.1,+9.6,PG,2002-03,DAL,125,39,28
29,12,1532,59,27,,15,53,,78,NBA,2612,Steve Nash,98%,2%,,,,106,-0.7,+4.6,PG,2003-04,DAL,145,40,24
30,10,2006,50,25,,6,56,,75,NBA,2573,Steve Nash,95%,5%,,,,106,+14.9,+12.7,PG,2004-05,PHO,180,52,13
31,28,1874,79,31,,7,42,,79,NBA,2796,Steve Nash,87%,13%,,,,106,+9.1,+8.7,PG,2005-06,PHO,186,66,24
32,14,1965,59,31,,11,54,,76,NBA,2682,Steve Nash,97%,3%,,,,106,+11.7,+11.5,PG,2006-07,PHO,223,39,25
33,9,1959,42,25,,7,50,,81,NBA,2780,Steve Nash,99%,1%,,,,106,+14.5,+10.0,PG,2007-08,PHO,222,54,19
34,9,1583,44,24,,4,49,,74,NBA,2484,Steve Nash,99%,1%,,,,106,+6.9,+4.6,PG,2008-09,PHO,196,40,12
35,18,2001,57,29,,3,64,,81,NBA,2660,Steve Nash,82%,18%,,,,106,+3.9,+6.7,PG,2009-10,PHO,237,50,8
36,13,1948,38,18,,4,30,,75,NBA,2497,Steve Nash,96%,4%,,,,106,+14.9,+4.7,PG,2010-11,PHO,194,55,16
37,5,1458,19,14,,2,17,,62,NBA,1961,Steve Nash,94%,6%,,,,106,+10.6,+3.6,PG,2011-12,PHO,178,39,12
38,2,747,21,11,,2,25,6,50,NBA,1627,Steve Nash,85%,15%,,,,106,-1.1,+1.0,PG,2012-13,LAL,94,26,6
39,1,200,10,4,1,0,4,1,15,NBA,313,Steve Nash,28%,72%,,,,106,-4.1,-9.9,PG,2013-14,LAL,22,6,0
24,3,58,14,13,,1,23,,40,NBA,431,Eduardo Najera,,2%,53%,42%,3%,111,-10.8,-5.0,PF,2000-01,DAL,11,3,3
25,14,92,58,26,,9,59,,62,NBA,1357,Eduardo Najera,,1%,53%,45%,2%,111,+11.9,+12.5,PF,2001-02,DAL,22,8,10
26,7,110,38,23,,3,53,,48,NBA,1103,Eduardo Najera,,,39%,55%,6%,111,+7.0,+13.4,SF,2002-03,DAL,11,8,4
27,4,54,23,16,,6,39,,58,NBA,720,Eduardo Najera,,,29%,56%,15%,111,-0.2,+4.6,SF,2003-04,DAL,14,5,10
28,13,148,35,20,,12,62,,68,NBA,1185,Eduardo Najera,,,2%,91%,7%,111,+2.5,+2.0,PF,2004-05,,30,15,16
28,7,84,17,10,,9,27,,42,NBA,610,Eduardo Najera,,,3%,96%,2%,111,-1.2,-3.4,PF,2004-05,GSW,15,7,10
28,6,64,18,10,,3,35,,26,NBA,575,Eduardo Najera,,,1%,86%,13%,111,+6.4,+7.6,PF,2004-05,DEN,15,8,6
29,12,111,44,28,,15,83,,64,NBA,1449,Eduardo Najera,,,5%,87%,8%,111,+1.8,+1.4,PF,2005-06,DEN,22,12,20
30,18,143,53,33,,12,88,,75,NBA,1658,Eduardo Najera,,,30%,69%,,111,-1.5,+1.0,PF,2006-07,DEN,22,13,21
31,9,223,41,18,,8,97,,78,NBA,1664,Eduardo Najera,,,3%,83%,14%,111,+9.4,+9.0,PF,2007-08,DEN,32,14,13
32,2,42,10,3,,5,21,,27,NBA,319,Eduardo Najera,,,5%,93%,2%,111,-13.4,-15.2,PF,2008-09,NJN,7,4,7
33,1,69,9,9,,9,40,,46,NBA,685,Eduardo Najera,,,,83%,16%,111,+1.9,-1.8,PF,2009-10,,11,3,11
33,0,35,4,5,,4,13,,13,NBA,204,Eduardo Najera,,,1%,98%,1%,111,-6.6,-16.4,PF,2009-10,NJN,6,2,4
33,1,34,5,4,,5,27,,33,NBA,481,Eduardo Najera,,,,77%,23%,111,+1.4,+4.1,PF,2009-10,DAL,5,1,7
34,1,44,2,2,,3,21,,31,NBA,372,Eduardo Najera,,,3%,90%,7%,111,+6.3,+1.2,PF,2010-11,CHA,7,1,5
35,0,22,1,3,,2,15,,22,NBA,270,Eduardo Najera,,,1%,81%,19%,111,+6.0,-10.1,PF,2011-12,CHA,3,1,3
25,3,50,23,7,,6,24,,42,NBA,469,Lee Nailon,,,53%,46%,1%,112,+0.7,+3.1,SF,2000-01,CHH,10,6,11
26,15,202,69,43,,16,55,,79,NBA,1912,Lee Nailon,,1%,79%,20%,,112,-2.7,-0.3,SF,2001-02,CHH,40,19,37
27,5,58,24,14,,5,19,,38,NBA,405,Lee Nailon,,,71%,29%,,112,-3.9,-5.2,SF,2002-03,NYK,14,8,10
28,8,81,28,16,,8,43,,57,NBA,780,Lee Nailon,,,44%,52%,5%,112,-8.7,-13.4,PF-SF,2003-04,,17,13,15
28,1,37,8,12,,5,20,,27,NBA,300,Lee Nailon,,,1%,88%,11%,112,-12.9,-16.6,PF,2003-04,ATL,4,9,11
28,1,10,3,1,,0,4,,8,NBA,83,Lee Nailon,,,29%,69%,2%,112,+9.7,+1.7,SF,2003-04,ORL,0,0,0
28,6,34,17,3,,3,19,,22,NBA,397,Lee Nailon,,,80%,20%,,112,-12.1,-14.0,SF,2003-04,CLE,13,4,4
29,8,234,70,60,,17,67,,68,NBA,2017,Lee Nailon,,3%,74%,24%,,112,-1.1,-8.8,SF,2004-05,NOH,49,28,33
30,3,16,9,4,,5,11,,22,NBA,237,Lee Nailon,,,6%,77%,17%,112,+1.3,-0.7,PF,2005-06,PHI,2,2,6
22,2,6,4,3,,2,7,,14,NBA,77,Bostjan Nachbar,,11%,72%,17%,,115,-11.7,-9.9,SF,2002-03,HOU,4,0,2
23,1,73,12,8,,2,27,,45,NBA,516,Bostjan Nachbar,,1%,94%,6%,,115,+2.0,+3.7,SF,2003-04,HOU,10,8,5
24,11,168,55,31,,7,82,,71,NBA,1341,Bostjan Nachbar,,1%,56%,42%,1%,115,-7.2,-7.7,PF-SF,2004-05,,36,22,15
24,0,23,3,1,,0,16,,16,NBA,204,Bostjan Nachbar,,,100%,,,115,-15.4,-9.9,SF,2004-05,HOU,3,2,0
24,11,145,52,30,,7,66,,55,NBA,1137,Bostjan Nachbar,,1%,49%,50%,1%,115,+1.3,-7.3,PF,2004-05,NOH,33,20,15
25,2,63,18,6,,3,28,,36,NBA,502,Bostjan Nachbar,,,82%,18%,,115,-0.1,-0.9,PF-SF,2005-06,,8,6,10
25,2,50,15,5,,1,22,,25,NBA,405,Bostjan Nachbar,,,90%,10%,,115,+3.4,0.0,PF,2005-06,NOK,8,5,7
25,0,13,3,1,,2,6,,11,NBA,97,Bostjan Nachbar,,,46%,55%,,115,-6.3,-4.7,SF,2005-06,NJN,0,1,2
26,9,149,70,26,,7,87,,76,NBA,1532,Bostjan Nachbar,,,37%,62%,1%,115,-0.2,-0.7,SF,2006-07,NJN,19,24,26
27,13,195,85,50,,10,91,,75,NBA,1660,Bostjan Nachbar,,1%,31%,67%,1%,115,-6.7,-9.6,PF,2007-08,NJN,35,26,24
28,1,16,5,3,,0,14,,23,NBA,152,Boniface N'Dong,,,,36%,64%,118,-16.5,-14.0,C,2005-06,LAC,1,1,0
25,0,0,1,0,,0,1,,3,NBA,10,Mamadou N'Diaye,,,,,100%,119,-7.6,-5.0,C,2000-01,TOR,0,0,0
26,1,0,5,1,,0,1,,5,NBA,46,Mamadou N'Diaye,,,,,100%,119,-5.5,-6.0,C,2001-02,TOR,0,1,0
27,5,17,22,8,,3,27,,22,NBA,364,Mamadou N'Diaye,,,,,100%,119,+3.3,-3.7,C,2002-03,TOR,2,9,10
28,3,0,23,12,,3,27,,28,NBA,366,Mamadou N'Diaye,,,,11%,89%,119,-4.1,-3.8,C,2003-04,,4,7,7
28,0,0,0,0,,0,1,,3,NBA,7,Mamadou N'Diaye,,,,,100%,119,+49.8,+54.5,C,2003-04,DAL,1,0,0
28,3,0,23,12,,3,26,,25,NBA,359,Mamadou N'Diaye,,,,11%,89%,119,0.0,-4.8,C,2003-04,ATL,3,7,7
29,1,2,4,3,,0,9,,11,NBA,72,Mamadou N'Diaye,,,,17%,83%,119,-18.0,-18.5,C,2004-05,LAC,0,0,0
24,0,0,5,0,,1,12,,16,NBA,80,Hamady N'Diaye,,,,6%,94%,121,-17.5,-25.3,C,2010-11,WAS,1,1,1
25,0,0,0,0,,0,0,,3,NBA,3,Hamady N'Diaye,,,,,100%,121,+120.4,+114.3,C,2011-12,WAS,0,0,0
27,1,7,1,2,1,2,4,5,14,NBA,74,Hamady N'Diaye,,,,4%,97%,121,-13.7,-16.6,C,2013-14,SAC,0,1,2
28,0,0,0,0,0,0,0,0,3,NBA,6,Jacob Pullen,100%,,,,,122,-4.6,0.0,PG,2017-18,PHI,1,0,0
22,1,23,6,4,,1,5,,29,NBA,150,Ronnie Price,84%,16%,,,,123,-12.8,-10.6,PG,2005-06,SAC,5,3,2
23,4,106,23,10,,2,24,,58,NBA,563,Ronnie Price,71%,29%,1%,,,123,-1.2,-2.9,PG,2006-07,SAC,18,11,4
24,4,173,14,10,,5,37,,61,NBA,588,Ronnie Price,100%,,,,,123,+8.2,+14.5,PG,2007-08,UTA,15,7,8
25,1,235,14,13,,6,33,,52,NBA,738,Ronnie Price,89%,11%,,,,123,-6.4,-2.4,PG,2008-09,UTA,34,16,11
26,2,268,24,19,,6,53,,60,NBA,806,Ronnie Price,92%,8%,,,,123,-3.9,+2.5,PG,2009-10,UTA,35,10,11
27,3,126,20,13,,8,46,,59,NBA,717,Ronnie Price,24%,76%,,,,123,+4.4,+1.6,SG,2010-11,UTA,23,16,16
28,3,152,11,11,,5,30,,36,NBA,517,Ronnie Price,84%,16%,,,,123,-2.7,-2.6,PG,2011-12,PHO,29,11,6
29,2,170,11,9,,2,26,2,39,NBA,510,Ronnie Price,99%,1%,,,,123,-1.4,-4.9,PG,2012-13,POR,19,12,3
30,1,143,6,4,2,2,18,0,31,NBA,377,Ronnie Price,60%,39%,1%,,,123,+3.3,-2.8,SG,2013-14,ORL,14,9,3
31,3,366,15,10,9,10,32,8,43,NBA,982,Ronnie Price,100%,,,,,123,+5.2,-3.2,PG,2014-15,LAL,22,17,13
32,2,341,14,12,14,2,50,8,62,NBA,1211,Ronnie Price,87%,14%,,,,123,+6.5,-2.8,PG,2015-16,PHO,28,36,5
33,0,41,2,2,1,0,3,0,14,NBA,134,Ronnie Price,50%,50%,,,,123,-9.7,-15.3,PG,2016-17,PHO,1,2,0
22,0,537,14,10,4,4,39,1,75,NBA,1132,Phil Pressey,100%,,,,,124,+5.7,-1.1,PG,2013-14,BOS,60,19,8
23,2,275,18,16,1,5,12,1,50,NBA,600,Phil Pressey,100%,,,,,124,+1.4,+1.2,PG,2014-15,BOS,25,10,6
24,3,182,10,9,6,1,8,1,23,NBA,283,Phil Pressey,100%,,,,,124,+0.4,-8.6,PG,2015-16,,25,5,3
24,2,113,8,8,3,1,2,0,14,NBA,170,Phil Pressey,100%,,,,,124,+6.5,-4.4,PG,2015-16,PHI,15,1,3
24,1,69,2,1,3,0,6,1,9,NBA,113,Phil Pressey,100%,,,,,124,-7.3,-14.4,PG,2015-16,PHO,10,4,0
23,2,12,4,4,1,0,10,0,6,NBA,157,Alex Poythress,,,6%,94%,,125,-5.2,-10.9,PF,2016-17,PHI,0,2,0
24,0,5,0,0,1,1,6,0,25,NBA,104,Alex Poythress,,,29%,66%,5%,125,-17.2,-15.1,PF,2017-18,IND,1,0,1
22,4,117,25,24,2,3,23,1,49,NBA,725,Norman Powell,,91%,9%,,,126,+1.8,+6.3,SG,2015-16,TOR,0,18,3
23,12,198,69,39,4,10,44,2,76,NBA,1368,Norman Powell,,79%,21%,,,126,-2.6,+2.9,SG,2016-17,TOR,33,20,17
24,8,218,17,22,2,6,38,3,70,NBA,1062,Norman Powell,,75%,25%,,,126,-11.0,0.0,SG,2017-18,TOR,23,28,15
23,1,23,15,7,2,1,20,0,29,NBA,236,Dwight Powell,,,2%,59%,39%,127,-3.3,-1.7,PF,2014-15,,3,5,3
23,0,0,0,0,0,0,1,0,5,NBA,9,Dwight Powell,,,57%,43%,,127,-39.6,-39.5,PF,2014-15,BOS,0,2,0
23,1,23,15,7,2,1,19,0,24,NBA,227,Dwight Powell,,,,59%,41%,127,-3.2,+0.1,PF,2014-15,DAL,3,3,3
24,15,108,59,20,7,9,46,2,69,NBA,992,Dwight Powell,,,,70%,29%,127,-2.6,-2.1,PF,2015-16,DAL,12,15,13
25,12,125,60,25,16,5,65,4,77,NBA,1333,Dwight Powell,,,,15%,86%,127,-5.3,-6.7,C,2016-17,DAL,14,10,11
26,23,225,79,26,15,9,85,5,79,NBA,1672,Dwight Powell,,,,63%,36%,127,+6.6,+0.4,C,2017-18,DAL,26,15,18
20,13,221,93,26,7,20,109,2,72,NBA,2047,Kristaps Porzingis,,,,70%,30%,128,+5.2,-0.3,PF,2015-16,NYK,35,57,28
21,26,233,114,31,4,18,143,1,66,NBA,2164,Kristaps Porzingis,,,,79%,21%,128,+2.0,-3.0,PF,2016-17,NYK,41,46,31
22,28,140,110,43,0,23,68,1,48,NBA,1553,Kristaps Porzingis,,,,88%,12%,128,+7.5,+0.7,PF,2017-18,NYK,21,39,33
20,5,128,29,22,0,8,48,0,62,NBA,1102,Bobby Portis,,,,49%,51%,129,-8.7,-7.9,PF,2015-16,CHI,15,23,17
21,5,84,28,23,2,10,54,2,64,NBA,1000,Bobby Portis,,,,77%,23%,129,-6.7,-4.9,PF,2016-17,CHI,10,8,19
22,28,303,82,55,0,23,58,0,73,NBA,1643,Bobby Portis,,,,53%,47%,129,+7.9,-3.0,PF,2017-18,CHI,23,35,45
20,3,23,6,3,0,1,9,2,37,NBA,319,Otto Porter,,72%,28%,,,130,-4.9,-3.3,SF,2013-14,WAS,8,4,2
21,6,142,31,18,3,10,38,3,74,NBA,1432,Otto Porter,,12%,86%,2%,,130,-1.6,-0.2,SF,2014-15,WAS,23,10,19
22,13,267,53,27,4,9,77,6,75,NBA,2276,Otto Porter,,,81%,18%,1%,130,+2.7,+0.7,SF,2015-16,WAS,24,25,21
23,22,274,52,14,4,5,102,5,80,NBA,2605,Otto Porter,,1%,77%,23%,,130,+3.7,+3.0,SF,2016-17,WAS,27,7,8
24,15,365,57,19,1,8,72,5,77,NBA,2432,Otto Porter,,,66%,34%,,130,+11.2,+5.2,SF,2017-18,WAS,39,18,18
22,2,64,17,12,,5,23,,66,NBA,734,Quincy Pondexter,,4%,90%,6%,,131,-7.0,-5.0,SF,2010-11,NOH,4,4,8
23,3,60,22,20,,1,41,,64,NBA,1002,Quincy Pondexter,,27%,67%,7%,,131,+1.0,+3.0,SF,2011-12,MEM,15,7,8
24,4,139,32,24,,4,41,4,59,NBA,1243,Quincy Pondexter,,36%,63%,1%,,131,-3.9,+2.1,SF,2012-13,MEM,28,6,8
25,3,43,13,8,1,2,9,0,15,NBA,270,Quincy Pondexter,,77%,22%,1%,,131,-22.2,-18.6,SG,2013-14,MEM,6,3,6
26,11,202,49,25,2,9,67,7,75,NBA,1793,Quincy Pondexter,,12%,87%,1%,,131,-2.2,+0.7,SF-SG,2014-15,,22,13,15
26,2,61,15,11,0,2,20,0,30,NBA,540,Quincy Pondexter,,10%,89%,1%,,131,-4.2,-0.2,SG,2014-15,MEM,3,4,3
26,9,141,34,14,2,7,47,7,45,NBA,1253,Quincy Pondexter,,13%,86%,1%,,131,-0.4,+1.1,SF,2014-15,NOP,19,9,12
29,0,23,8,4,0,0,11,0,23,NBA,196,Quincy Pondexter,,3%,70%,27%,,131,-17.3,-24.1,SF,2017-18,CHI,9,1,0
21,5,30,25,11,11,12,58,3,54,NBA,626,Jakob Poeltl,,,,4%,96%,132,-5.3,+0.1,C,2016-17,TOR,7,6,17
22,22,147,51,35,3,34,112,2,82,NBA,1524,Jakob Poeltl,,,,,100%,132,+1.1,+8.7,C,2017-18,TOR,20,20,45
24,0,6,2,3,,0,4,0,14,NBA,55,Miles Plumlee,,,,,100%,133,-14.9,-9.8,C,2012-13,IND,0,1,0
25,16,104,64,33,8,18,101,1,80,NBA,1964,Miles Plumlee,,,,1%,100%,133,-2.9,+1.1,C,2013-14,PHO,34,27,50
26,2,82,19,20,10,11,56,0,73,NBA,1194,Miles Plumlee,,,,1%,99%,133,+0.5,+0.2,C,2014-15,,18,15,18
26,2,66,16,16,9,10,49,0,54,NBA,1005,Miles Plumlee,,,,,100%,133,+4.3,+2.2,C,2014-15,PHO,16,12,17
26,0,16,3,4,1,1,7,0,19,NBA,189,Miles Plumlee,,,,7%,93%,133,-11.5,-10.2,C,2014-15,MIL,2,3,1
27,3,34,22,14,6,8,34,0,61,NBA,870,Miles Plumlee,,,,,100%,133,-2.1,-5.7,C,2015-16,MIL,7,16,17
28,3,49,16,12,4,8,36,0,45,NBA,484,Miles Plumlee,,,,30%,70%,133,-6.5,-5.9,C,2016-17,,7,12,11
28,3,42,15,10,4,5,23,0,32,NBA,310,Miles Plumlee,,,,12%,88%,133,-4.1,-3.7,C,2016-17,MIL,7,9,6
28,0,7,1,2,0,3,13,0,13,NBA,174,Miles Plumlee,,,,61%,39%,133,-10.7,-9.9,C,2016-17,CHO,0,3,3
29,1,105,22,13,3,12,36,1,55,NBA,918,Miles Plumlee,,,,7%,93%,133,-1.4,-7.1,C,2017-18,ATL,17,23,23
23,20,141,97,35,2,15,85,0,70,NBA,1275,Mason Plumlee,,,,8%,92%,134,-2.4,-2.4,C,2013-14,BRK,24,27,26
24,36,169,161,59,3,34,86,0,82,NBA,1743,Mason Plumlee,,,,25%,75%,134,-3.5,-5.1,C,2014-15,BRK,25,37,44
25,28,543,144,63,15,29,115,8,82,NBA,2084,Mason Plumlee,,,,2%,98%,134,+1.6,+1.6,C,2015-16,POR,59,56,39
26,29,664,124,53,17,31,98,4,81,NBA,2148,Mason Plumlee,,,,,100%,134,+0.1,0.0,C,2016-17,,58,35,41
26,22,495,93,39,10,19,62,4,54,NBA,1516,Mason Plumlee,,,,,100%,134,+1.2,+0.4,C,2016-17,POR,40,23,24
26,7,169,31,14,7,12,36,0,27,NBA,632,Mason Plumlee,,,,,100%,134,-1.4,-1.1,C,2016-17,DEN,18,12,17
27,22,332,70,27,17,10,79,5,74,NBA,1439,Mason Plumlee,,,,,100%,134,-2.2,-0.2,C,2017-18,DEN,42,26,37
24,3,25,9,4,0,2,12,0,21,NBA,170,Marshall Plumlee,,,,,100%,135,+5.8,+1.6,C,2016-17,NYK,3,6,3
25,0,5,6,2,0,0,4,0,8,NBA,52,Marshall Plumlee,,,,,100%,135,-0.9,-1.0,C,2017-18,MIL,0,2,0
22,3,29,5,0,0,0,9,1,20,NBA,225,Alec Peters,,,7%,87%,6%,136,+12.8,+2.4,PF,2017-18,PHO,3,1,0
23,0,13,2,1,0,0,3,0,14,NBA,66,London Perrantes,100%,,,,,137,-12.4,-11.1,PG,2017-18,CLE,0,1,0
19,1,8,4,1,,0,1,,10,NBA,35,Kendrick Perkins,,,,11%,89%,138,+24.5,+22.9,C,2003-04,BOS,2,2,0
20,4,44,24,14,,13,38,,60,NBA,548,Kendrick Perkins,,,,23%,77%,138,-1.1,0.0,C,2004-05,BOS,12,14,17
21,18,161,64,32,,22,104,,68,NBA,1332,Kendrick Perkins,,,,18%,82%,138,-0.9,-2.3,C,2005-06,BOS,35,25,47
22,12,202,51,24,,33,117,,72,NBA,1576,Kendrick Perkins,,,,49%,51%,138,+0.7,-3.5,C,2006-07,BOS,31,27,55
23,21,186,95,44,,33,120,,78,NBA,1912,Kendrick Perkins,,,,,100%,138,+5.9,+14.6,C,2007-08,BOS,36,27,62
24,18,222,76,49,,51,114,,76,NBA,2253,Kendrick Perkins,,,,,100%,138,-0.5,+8.2,C,2008-09,BOS,48,33,84
25,26,180,121,66,,45,98,,78,NBA,2154,Kendrick Perkins,,,,,100%,138,+6.5,+7.0,C,2009-10,BOS,49,33,83
26,8,62,35,19,,21,38,,29,NBA,742,Kendrick Perkins,,,,,100%,138,+1.5,+6.5,C,2010-11,,14,11,31
26,4,26,20,13,,10,16,,12,NBA,313,Kendrick Perkins,,,,,100%,138,+1.7,+7.6,C,2010-11,BOS,7,4,14
26,4,36,15,6,,11,22,,17,NBA,429,Kendrick Perkins,,,,,100%,138,+1.7,+5.7,C,2010-11,OKC,7,7,17
27,8,170,50,31,,32,90,,65,NBA,1744,Kendrick Perkins,,,,,100%,138,-7.9,+3.2,C,2011-12,OKC,41,20,57
28,4,246,28,36,,31,82,5,78,NBA,1954,Kendrick Perkins,,,,,100%,138,+0.8,+10.1,C,2012-13,OKC,40,27,42
29,5,148,27,25,3,26,67,1,62,NBA,1207,Kendrick Perkins,,,,,100%,138,-6.9,+1.9,C,2013-14,OKC,29,20,42
30,8,117,40,27,4,30,64,0,68,NBA,1148,Kendrick Perkins,,,,1%,99%,138,-2.9,+0.8,C,2014-15,,25,20,50
