age,avg_dist,fg2_dunk,fg2_pct,fg2_pct_ast,fg2a_pct_fga,fg3_heave,fg3_pct,fg3_pct_ast,fg3_pct_corner,fg3a_heave,fg3a_pct_fga,fg_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,g,lg_id,mp,name,pct_fg2_dunk,pct_fg3a_corner,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pid,pos,ring,season,team_id
35,19.2,2,.311,.571,.378,0,.446,.939,.478,1,.622,.395,.500,.429,.214,.250,20,NBA,689,Bruce Bowen,.017,.905,.067,.059,.118,.134,4411,SF,True,2006-07,SAS
36,20.1,0,.385,.933,.419,0,.407,.955,.396,0,.581,.398,1.000,.000,.000,.500,17,NBA,508,Bruce Bowen,.000,.889,.022,.054,.065,.280,4411,SF,False,2007-08,SAS
37,19.5,0,.500,1.000,.308,0,.556,1.000,.714,0,.692,.538,.000,.000,,1.000,5,NBA,130,Bruce Bowen,.000,.778,.077,.077,.000,.154,4411,SF,False,2008-09,SAS
22,13.0,5,.407,.600,.945,0,.200,1.000,,2,.055,.396,.650,.333,.400,.294,6,NBA,222,Chris Bosh,.066,.000,.220,.132,.220,.374,4404,C,False,2006-07,TOR
23,10.4,12,.500,.659,.921,0,.143,.000,.000,1,.079,.472,.788,.100,.375,.348,5,NBA,199,Chris Bosh,.135,.143,.371,.112,.180,.258,4404,C,False,2007-08,TOR
26,10.4,18,.481,.652,.986,0,.000,,,0,.014,.474,.626,.314,.426,.459,21,NBA,834,Chris Bosh,.065,.000,.313,.175,.162,.337,4404,PF,False,2010-11,MIA
27,10.3,14,.489,.742,.912,0,.538,1.000,.625,0,.088,.493,.623,.370,.500,.385,14,NBA,439,Chris Bosh,.101,.615,.358,.182,.108,.264,4404,PF,True,2011-12,MIA
28,13.4,13,.468,.674,.846,0,.405,1.000,.375,1,.154,.458,.588,.533,.467,.367,23,NBA,751,Chris Bosh,.058,.432,.283,.063,.125,.375,4404,C,True,2012-13,MIA
29,14.7,9,.555,.628,.677,0,.405,1.000,.519,0,.323,.507,.703,.455,.440,.455,20,NBA,686,Chris Bosh,.048,.365,.279,.048,.109,.240,4404,C,False,2013-14,MIA
25,7.4,18,.536,.667,1.000,0,,,,0,.000,.536,.679,.500,.377,.417,17,NBA,654,Carlos Boozer,.060,,.434,.166,.202,.199,4398,PF,False,2006-07,UTA
26,7.3,2,.415,.579,1.000,0,,,,0,.000,.415,.577,.229,.455,.216,12,NBA,441,Carlos Boozer,.033,,.426,.191,.180,.202,4398,PF,False,2007-08,UTA
27,8.2,3,.528,.632,1.000,0,,,,0,.000,.528,.556,.583,.643,.368,5,NBA,186,Carlos Boozer,.042,,.375,.167,.194,.264,4398,PF,False,2008-09,UTA
28,8.0,8,.530,.640,1.000,0,,,,0,.000,.530,.635,.389,.581,.378,10,NBA,402,Carlos Boozer,.060,,.440,.107,.185,.268,4398,PF,False,2009-10,UTA
29,7.7,10,.435,.714,.994,0,.000,,.000,0,.006,.433,.453,.342,.394,.548,16,NBA,507,Carlos Boozer,.067,1.000,.421,.213,.185,.174,4398,C,False,2010-11,CHI
30,11.0,0,.422,.684,1.000,0,,,,0,.000,.422,.600,.286,.455,.304,6,NBA,200,Carlos Boozer,.000,,.222,.156,.367,.256,4398,PF,False,2011-12,CHI
31,9.5,4,.497,.663,.994,0,.000,,.000,0,.006,.494,.672,.261,.373,.543,12,NBA,431,Carlos Boozer,.024,1.000,.345,.137,.304,.208,4398,PF,False,2012-13,CHI
32,10.8,2,.426,.700,1.000,0,,,,0,.000,.426,.467,.250,.400,.444,5,NBA,121,Carlos Boozer,.043,,.319,.085,.213,.383,4398,PF,False,2013-14,CHI
24,6.1,2,.405,.667,1.000,0,,,,0,.000,.405,.444,.333,.400,.333,10,NBA,137,Calvin Booth,.108,,.486,.162,.270,.081,4395,C,False,2000-01,DAL
30,9.7,0,.667,1.000,1.000,0,,,,0,.000,.667,1.000,,.500,,1,NBA,18,Calvin Booth,.000,,.333,.000,.667,.000,4395,C,False,2006-07,WAS
22,0.6,5,.500,.917,1.000,0,,,,0,.000,.500,.522,.000,,,12,NBA,118,Josh Boone,.250,,.958,.042,.000,.000,4393,PF,False,2006-07,NJN
26,16.1,0,.333,.000,.429,0,.250,1.000,,0,.571,.286,1.000,.000,,,9,NBA,25,Matt Bonner,.000,.000,.143,.286,.000,.000,4390,PF,True,2006-07,SAS
27,14.3,0,.667,.500,1.000,0,,,,0,.000,.667,,,.667,,2,NBA,9,Matt Bonner,.000,,.000,.000,1.000,.000,4390,PF,False,2007-08,SAS
28,16.1,0,.200,.000,.435,0,.231,1.000,.000,0,.565,.217,.250,.250,.000,,5,NBA,100,Matt Bonner,.000,.308,.174,.174,.087,.000,4390,PF,False,2008-09,SAS
29,18.4,0,.529,.333,.386,0,.370,1.000,.333,0,.614,.432,.500,.429,1.000,.000,10,NBA,173,Matt Bonner,.000,.222,.091,.159,.091,.045,4390,PF,False,2009-10,SAS
30,20.6,0,.857,.500,.280,0,.333,1.000,.400,0,.720,.480,,1.000,1.000,.000,6,NBA,123,Matt Bonner,.000,.278,.000,.160,.080,.040,4390,PF,False,2010-11,SAS
31,21.0,0,.222,1.000,.281,0,.348,1.000,.500,0,.719,.313,,.333,.000,.333,13,NBA,165,Matt Bonner,.000,.435,.000,.094,.094,.094,4390,PF,False,2011-12,SAS
32,17.7,0,.481,.769,.458,0,.469,1.000,.000,0,.542,.475,.500,.500,.333,.500,20,NBA,267,Matt Bonner,.000,.094,.068,.271,.051,.068,4390,PF,False,2012-13,SAS
33,19.3,0,.667,.500,.429,0,.333,1.000,.500,0,.571,.476,1.000,.500,1.000,.500,22,NBA,136,Matt Bonner,.000,.167,.048,.095,.095,.190,4390,PF,True,2013-14,SAS
34,24.7,0,.000,,.100,0,.222,1.000,.000,0,.900,.200,,,,.000,7,NBA,36,Matt Bonner,.000,.222,.000,.000,.000,.100,4390,PF,False,2014-15,SAS
27,18.4,0,.435,.300,.338,0,.333,1.000,.321,0,.662,.368,.583,.333,.000,.333,10,NBA,293,Keith Bogans,.000,.622,.176,.044,.029,.088,4378,SG,False,2007-08,ORL
29,15.1,0,.250,1.000,.400,0,.167,1.000,.000,0,.600,.200,.333,.000,,,8,NBA,55,Keith Bogans,.000,.167,.300,.100,.000,.000,4378,SF,False,2009-10,SAS
30,21.7,0,.300,1.000,.145,0,.424,1.000,.323,0,.855,.406,.500,.000,.000,.000,16,NBA,307,Keith Bogans,.000,.525,.087,.014,.014,.029,4378,SG,False,2010-11,CHI
32,22.0,0,,,.000,0,.000,,.000,0,1.000,.000,,,,,2,NBA,23,Keith Bogans,.000,1.000,.000,.000,.000,.000,4378,SG,False,2012-13,BRK
33,9.1,1,.250,.500,1.000,0,,,,0,.000,.250,.667,.000,.000,.000,5,NBA,88,Corie Blount,.125,,.375,.125,.125,.375,4371,PF,False,2001-02,PHI
26,5.8,0,.500,.000,1.000,0,,,,0,.000,.500,1.000,,.000,,4,NBA,39,Mark Blount,.000,,.500,.000,.500,.000,4372,C,False,2001-02,BOS
27,4.8,4,.545,.750,1.000,0,,,,0,.000,.545,.769,.333,.200,.000,10,NBA,144,Mark Blount,.182,,.591,.136,.227,.045,4372,C,False,2002-03,BOS
28,6.3,4,.486,.882,1.000,0,,,,0,.000,.486,.474,.800,.375,.333,4,NBA,145,Mark Blount,.114,,.543,.143,.229,.086,4372,C,False,2003-04,BOS
29,10.1,1,.286,1.000,1.000,0,,,,0,.000,.286,.500,.500,.000,.167,4,NBA,43,Mark Blount,.071,,.286,.143,.143,.429,4372,C,False,2004-05,BOS
20,10.3,0,.667,.250,1.000,0,,,,0,.000,.667,1.000,1.000,,.333,2,NBA,25,Andray Blatche,.000,,.333,.167,.000,.500,4366,PF,False,2006-07,WAS
21,8.1,3,.450,.556,.952,0,.000,,,0,.048,.429,.625,.429,.000,.250,6,NBA,89,Andray Blatche,.143,.000,.381,.333,.048,.190,4366,PF,False,2007-08,WAS
26,9.1,4,.500,.552,1.000,0,,,,0,.000,.500,.571,.750,.200,.400,7,NBA,138,Andray Blatche,.069,,.362,.207,.172,.259,4366,C,False,2012-13,BRK
27,5.7,3,.464,.500,.966,0,.000,,.000,0,.034,.448,.629,.333,.000,.000,12,NBA,172,Andray Blatche,.103,.500,.603,.207,.086,.069,4366,PF,False,2013-14,BRK
24,16.5,0,.333,.000,.750,0,.000,,,0,.250,.250,,.000,1.000,.000,4,NBA,17,Steve Blake,.000,.000,.000,.250,.250,.250,4361,PG,False,2004-05,WAS
26,20.0,0,.400,.333,.484,0,.500,.875,.400,0,.516,.452,.500,,.000,.500,5,NBA,180,Steve Blake,.000,.313,.065,.000,.097,.323,4361,PG,False,2006-07,DEN
28,18.0,0,.571,.250,.467,0,.417,.700,.500,0,.533,.489,.875,.500,1.000,.222,6,NBA,231,Steve Blake,.000,.167,.178,.044,.044,.200,4361,PG,False,2008-09,POR
30,22.2,0,.200,.000,.217,0,.333,.833,.333,0,.783,.304,.000,.000,,.333,9,NBA,145,Steve Blake,.000,.333,.043,.043,.000,.130,4361,PG,False,2010-11,LAL
31,21.4,0,.421,.500,.306,0,.419,.889,.368,0,.694,.419,.500,.500,.250,.444,12,NBA,306,Steve Blake,.000,.442,.065,.032,.065,.145,4361,PG,False,2011-12,LAL
32,20.0,0,.375,.000,.571,0,.417,.800,1.000,2,.429,.393,.000,.333,.333,.500,2,NBA,75,Steve Blake,.000,.250,.036,.107,.214,.214,4361,PG,False,2012-13,LAL
33,22.4,0,.500,.000,.167,0,.300,1.000,1.000,0,.833,.333,1.000,,.000,,6,NBA,45,Steve Blake,.000,.300,.083,.000,.083,.000,4361,PG,False,2013-14,GSW
34,21.8,0,.333,.000,.273,0,.125,1.000,.000,0,.727,.182,.000,,1.000,.000,5,NBA,43,Steve Blake,.000,.125,.091,.000,.091,.091,4361,PG,False,2014-15,POR
35,13.6,0,.000,,.600,0,.500,1.000,.500,0,.400,.200,.000,.000,.000,,4,NBA,43,Steve Blake,.000,1.000,.200,.200,.200,.000,4361,PG,False,2015-16,DET
20,1.8,2,.500,.563,1.000,0,,,,0,.000,.500,.500,.500,,,10,NBA,91,DeJuan Blair,.094,,.813,.188,.000,.000,4360,PF,False,2009-10,SAS
21,3.5,0,.333,.571,1.000,0,,,,0,.000,.333,.583,.000,.000,,4,NBA,50,DeJuan Blair,.048,,.571,.381,.048,.000,4360,PF,False,2010-11,SAS
22,3.0,0,.630,.647,1.000,0,,,,0,.000,.630,.737,.429,,.000,10,NBA,76,DeJuan Blair,.000,,.704,.259,.000,.037,4360,PF,False,2011-12,SAS
23,6.8,1,.618,.667,1.000,0,,,,0,.000,.618,.769,.636,.444,.000,12,NBA,76,DeJuan Blair,.029,,.382,.324,.265,.029,4360,PF,False,2012-13,SAS
24,5.3,1,.593,.875,1.000,0,,,,0,.000,.593,.750,.375,.571,,6,NBA,81,DeJuan Blair,.037,,.444,.296,.259,.000,4360,PF,False,2013-14,DAL
24,16.3,0,.200,.000,.833,0,.000,,.000,0,.167,.167,,.000,.000,.500,3,NBA,26,Chauncey Billups,.000,1.000,.000,.167,.333,.333,4344,SG,False,2000-01,MIN
25,14.5,0,.472,.176,.706,0,.400,.667,.667,0,.294,.451,.545,.500,.333,.429,3,NBA,134,Chauncey Billups,.000,.200,.216,.157,.059,.275,4344,PG,False,2001-02,MIN
26,17.4,0,.425,.156,.558,0,.310,.385,.100,0,.442,.374,.500,.000,.259,.500,14,NBA,485,Chauncey Billups,.000,.119,.189,.016,.142,.211,4344,PG,False,2002-03,DET
27,15.1,2,.408,.274,.626,0,.346,.595,.333,0,.374,.385,.449,.313,.407,.379,23,NBA,881,Chauncey Billups,.007,.196,.273,.056,.094,.203,4344,PG,True,2003-04,DET
28,15.2,1,.474,.267,.628,0,.349,.727,.292,0,.372,.428,.532,.643,.407,.367,25,NBA,985,Chauncey Billups,.003,.190,.227,.083,.174,.145,4344,PG,False,2004-05,DET
29,16.9,0,.452,.230,.590,0,.340,.469,.176,0,.410,.406,.561,.125,.447,.417,18,NBA,705,Chauncey Billups,.000,.181,.179,.035,.166,.210,4344,PG,False,2005-06,DET
30,18.5,0,.476,.224,.534,0,.389,.600,.308,0,.466,.435,.423,.500,.577,.447,16,NBA,649,Chauncey Billups,.000,.144,.135,.021,.135,.244,4344,PG,False,2006-07,DET
31,15.7,0,.417,.200,.628,0,.375,.583,.250,0,.372,.401,.465,.250,.500,.351,15,NBA,480,Chauncey Billups,.000,.063,.250,.047,.116,.215,4344,PG,False,2007-08,DET
32,17.9,0,.447,.196,.523,0,.468,.477,.556,0,.477,.457,.500,.500,.308,.435,16,NBA,619,Chauncey Billups,.000,.096,.183,.041,.066,.234,4344,PG,False,2008-09,DEN
33,14.8,0,.500,.192,.627,0,.355,.636,.500,0,.373,.446,.636,.667,.333,.333,6,NBA,207,Chauncey Billups,.000,.129,.265,.072,.108,.181,4344,PG,False,2009-10,DEN
34,20.3,0,.200,.000,.455,0,.333,.500,.000,0,.545,.273,.000,,1.000,.000,1,NBA,35,Chauncey Billups,.000,.167,.091,.000,.091,.273,4344,PG,False,2010-11,NYK
36,18.4,0,.263,.600,.528,0,.353,.500,.500,0,.472,.306,.400,.000,.500,.143,6,NBA,115,Chauncey Billups,.000,.118,.139,.083,.111,.194,4344,SG,False,2012-13,LAC
20,0.8,12,.730,.852,1.000,0,,,,0,.000,.730,.765,.333,,,11,NBA,267,Andris Biedrins,.324,,.919,.081,.000,.000,4340,C,False,2006-07,GSW
26,,0,,,,0,,,,0,,,,,,,3,NBA,17,Andris Biedrins,,,,,,,4340,C,False,2012-13,GSW
23,15.2,0,.449,.371,.770,0,.424,.880,.571,0,.230,.444,.547,.450,.625,.376,16,NBA,661,Mike Bibby,.000,.237,.206,.078,.062,.424,4338,PG,False,2001-02,SAC
24,14.7,0,.479,.370,.711,0,.282,1.000,.200,0,.289,.422,.686,.500,.400,.333,12,NBA,404,Mike Bibby,.000,.385,.259,.044,.074,.333,4338,PG,False,2002-03,SAC
25,14.3,0,.426,.417,.719,0,.436,.917,.529,0,.281,.429,.540,.350,.500,.339,12,NBA,497,Mike Bibby,.000,.309,.255,.102,.061,.301,4338,PG,False,2003-04,SAC
26,14.9,0,.449,.290,.750,0,.217,.600,.000,0,.250,.391,.650,.375,.667,.314,5,NBA,200,Mike Bibby,.000,.130,.217,.087,.065,.380,4338,PG,False,2004-05,SAC
27,16.7,0,.348,.304,.717,0,.346,.667,.000,0,.283,.348,.500,.455,.000,.286,6,NBA,255,Mike Bibby,.000,.115,.130,.120,.011,.457,4338,PG,False,2005-06,SAC
29,18.7,0,.366,.400,.631,0,.292,1.000,.500,0,.369,.338,.667,1.000,.250,.231,7,NBA,252,Mike Bibby,.000,.083,.138,.031,.062,.400,4338,PG,False,2007-08,ATL
30,19.3,0,.397,.435,.547,0,.542,.885,.333,0,.453,.462,.556,.500,.000,.400,11,NBA,390,Mike Bibby,.000,.125,.085,.075,.057,.330,4338,PG,False,2008-09,ATL
31,20.4,0,.478,.545,.575,0,.412,.929,.545,0,.425,.450,.667,.000,.333,.500,11,NBA,292,Mike Bibby,.000,.324,.038,.025,.038,.475,4338,PG,False,2009-10,ATL
32,21.7,0,.333,.200,.313,0,.258,1.000,.238,0,.688,.281,.667,.000,.600,.250,20,NBA,415,Mike Bibby,.000,.318,.031,.021,.052,.208,4338,PG,False,2010-11,MIA
33,22.6,0,.333,1.000,.261,0,.412,1.000,.667,0,.739,.391,1.000,,.000,.250,5,NBA,118,Mike Bibby,.000,.353,.043,.000,.043,.174,4338,PG,False,2011-12,NYK
28,11.8,0,.444,.313,.923,0,.333,1.000,,0,.077,.436,.750,.000,.333,.615,4,NBA,163,Travis Best,.000,.000,.205,.231,.154,.333,4332,PG,False,2000-01,IND
32,14.2,0,.615,.500,.591,0,.111,1.000,.000,1,.409,.409,.600,,.500,1.000,4,NBA,82,Travis Best,.000,.444,.455,.000,.091,.045,4332,PG,False,2004-05,NJN
32,13.0,1,.385,.800,.684,0,.333,.500,.000,0,.316,.368,.500,.000,.000,.500,4,NBA,61,David Benoit,.053,.333,.316,.105,.053,.211,4323,SF,False,2000-01,UTA
20,3.0,0,.000,,1.000,0,,,,0,.000,.000,.000,,,,1,NBA,4,Jonathan Bender,.000,,1.000,.000,.000,.000,4313,SF,False,2000-01,IND
21,16.0,0,.600,.333,.833,0,.000,,,0,.167,.500,,.000,.500,1.000,5,NBA,45,Jonathan Bender,.000,.000,.000,.167,.333,.333,4313,SF,False,2001-02,IND
22,18.4,1,.333,.500,.400,0,.333,.667,.500,0,.600,.333,.500,,,.000,3,NBA,34,Jonathan Bender,.067,.444,.267,.000,.000,.133,4313,SF,False,2002-03,IND
23,14.8,3,.432,.316,.638,0,.360,.889,.333,0,.362,.406,.500,.444,.286,.417,16,NBA,200,Jonathan Bender,.043,.240,.232,.130,.101,.174,4313,SF,False,2003-04,IND
26,11.0,0,.375,.333,.744,0,.455,1.000,.571,0,.256,.395,.500,,.000,.222,5,NBA,108,Charlie Bell,.000,.636,.465,.000,.070,.209,4305,SG,False,2005-06,MIL
30,30.5,0,.000,,.500,0,.000,,,0,.500,.000,,,,.000,3,NBA,8,Charlie Bell,.000,.000,.000,.000,.000,.500,4305,SG,False,2009-10,MIL
24,13.1,0,.526,.600,.704,0,.250,1.000,.500,1,.296,.444,.750,.375,1.000,.000,15,NBA,124,Raja Bell,.000,.500,.296,.296,.037,.074,4307,SG,False,2000-01,PHI
25,17.0,0,1.000,.000,.333,0,.000,,.000,0,.667,.333,1.000,,,,3,NBA,8,Raja Bell,.000,.500,.333,.000,.000,.000,4307,SG,False,2001-02,PHI
26,13.6,3,.567,.765,.822,0,.462,.833,.571,0,.178,.548,.619,.500,.667,.517,17,NBA,305,Raja Bell,.041,.538,.288,.055,.082,.397,4307,SG,False,2002-03,DAL
29,18.5,2,.494,.462,.479,0,.465,.950,.593,0,.521,.479,.500,.375,.375,.576,17,NBA,673,Raja Bell,.012,.314,.133,.048,.097,.200,4307,SG,False,2005-06,PHO
30,18.8,0,.476,.650,.483,0,.444,.950,.588,0,.517,.460,.818,.333,.571,.286,11,NBA,438,Raja Bell,.000,.378,.126,.034,.080,.241,4307,SG,False,2006-07,PHO
31,19.7,0,.471,.500,.459,0,.650,1.000,.667,0,.541,.568,.333,.500,.333,.556,5,NBA,215,Raja Bell,.000,.300,.081,.054,.081,.243,4307,SG,False,2007-08,PHO
21,11.8,0,.538,.143,.684,0,.333,.000,,0,.316,.474,.667,.667,.333,.000,4,NBA,31,Rodrigue Beaubois,.000,.000,.316,.158,.158,.053,4294,PG,False,2009-10,DAL
23,16.0,0,.000,,.500,0,.000,,.000,0,.500,.000,,,.000,,2,NBA,12,Rodrigue Beaubois,.000,1.000,.000,.000,.500,.000,4294,PG,False,2011-12,DAL
25,8.7,15,.488,.833,1.000,0,,,,0,.000,.488,.724,.333,.448,.231,16,NBA,443,Tony Battie,.174,,.337,.174,.337,.151,4274,C,False,2001-02,BOS
26,8.2,12,.596,.871,.945,0,.000,,.000,0,.055,.564,.731,.600,.462,.375,10,NBA,213,Tony Battie,.218,.333,.473,.091,.236,.145,4274,C,False,2002-03,BOS
30,10.3,2,.389,.571,1.000,0,,,,0,.000,.389,.800,.000,.429,.000,4,NBA,87,Tony Battie,.111,,.278,.056,.389,.278,4274,PF,False,2006-07,ORL
32,12.2,3,.467,.810,1.000,0,,,,0,.000,.467,.750,.500,.600,.286,21,NBA,128,Tony Battie,.089,,.178,.133,.222,.467,4274,PF,False,2008-09,ORL
34,12.1,0,.429,.667,1.000,0,,,,0,.000,.429,,1.000,.333,.000,5,NBA,38,Tony Battie,.000,,.000,.286,.429,.286,4274,C,False,2010-11,PHI
25,14.1,0,.375,.333,.533,0,.429,1.000,.429,0,.467,.400,.333,.333,1.000,.000,4,NBA,69,Shane Battier,.000,1.000,.200,.200,.067,.067,4275,SF,False,2003-04,MEM
26,9.4,0,.500,.500,.774,0,.143,1.000,.250,0,.226,.419,.615,.500,.250,.333,4,NBA,119,Shane Battier,.000,.571,.419,.129,.129,.097,4275,SG,False,2004-05,MEM
27,13.4,0,.615,.250,.650,0,.286,1.000,.333,0,.350,.500,.600,1.000,.500,.333,4,NBA,129,Shane Battier,.000,.857,.250,.150,.100,.150,4275,SF,False,2005-06,MEM
28,21.0,0,.500,.250,.157,0,.442,.947,.462,0,.843,.451,.250,1.000,.500,,7,NBA,272,Shane Battier,.000,.605,.078,.039,.039,.000,4275,SF,False,2006-07,HOU
29,17.0,2,.400,.625,.444,0,.480,.917,.583,1,.556,.444,.625,.250,.000,.333,6,NBA,246,Shane Battier,.044,.480,.178,.178,.022,.067,4275,SF,False,2007-08,HOU
30,18.0,1,.593,.500,.333,0,.315,1.000,.308,0,.667,.407,.706,.000,.333,.750,13,NBA,496,Shane Battier,.012,.481,.210,.037,.037,.049,4275,SG,False,2008-09,HOU
32,14.5,0,.568,.429,.561,0,.276,1.000,.250,2,.439,.439,.600,.529,.500,1.000,13,NBA,339,Shane Battier,.000,.552,.227,.258,.061,.015,4275,SF,False,2010-11,MEM
33,20.4,0,.367,.636,.214,0,.382,1.000,.316,0,.786,.379,.111,.467,.250,1.000,23,NBA,768,Shane Battier,.000,.518,.064,.107,.029,.014,4275,SF,True,2011-12,MIA
34,23.4,0,.200,1.000,.054,0,.295,1.000,.340,0,.946,.290,1.000,.000,.000,,22,NBA,392,Shane Battier,.000,.568,.011,.032,.011,.000,4275,SF,True,2012-13,MIA
35,20.5,0,.500,.333,.231,0,.450,1.000,.750,0,.769,.462,.667,.000,.500,,16,NBA,202,Shane Battier,.000,.400,.115,.038,.077,.000,4275,SF,False,2013-14,MIA
32,,0,,,,0,,,,0,,,,,,,1,NBA,1,Maceo Baston,,,,,,,4269,PF,False,2007-08,TOR
22,8.5,9,.486,.471,.972,0,.000,,,1,.028,.472,.647,.333,.200,.600,5,NBA,133,Brandon Bass,.278,.000,.472,.083,.278,.139,4267,C,False,2007-08,DAL
23,8.3,9,.550,.727,1.000,0,,,,0,.000,.550,.632,.333,.609,.500,10,NBA,192,Brandon Bass,.150,,.317,.200,.383,.100,4267,C,False,2008-09,DAL
24,10.6,1,.538,.143,1.000,0,,,,0,.000,.538,1.000,.250,.800,.000,7,NBA,42,Brandon Bass,.077,,.154,.308,.385,.154,4267,PF,False,2009-10,ORL
25,13.6,4,.421,.813,1.000,0,,,,0,.000,.421,.714,.000,.375,.381,6,NBA,139,Brandon Bass,.132,,.184,.053,.211,.553,4267,PF,False,2010-11,ORL
26,11.0,17,.463,.741,1.000,0,,,,0,.000,.463,.547,.294,.485,.431,20,NBA,608,Brandon Bass,.114,,.303,.097,.189,.411,4267,PF,False,2011-12,BOS
27,9.0,4,.483,.571,1.000,0,,,,0,.000,.483,.727,.200,.600,.250,6,NBA,204,Brandon Bass,.138,,.379,.172,.172,.276,4267,PF,False,2012-13,BOS
29,8.2,2,.350,.429,1.000,0,,,,0,.000,.350,.400,.286,.400,.333,4,NBA,86,Brandon Bass,.100,,.250,.350,.250,.150,4267,PF,False,2014-15,BOS
31,4.7,0,.333,.000,1.000,0,,,,0,.000,.333,.500,,.000,,1,NBA,4,Brandon Bass,.000,,.667,.000,.333,.000,4267,PF,False,2016-17,LAC
31,15.1,0,.500,.800,.588,0,.286,1.000,.333,0,.412,.412,.667,.333,.500,.500,7,NBA,55,Jon Barry,.000,.429,.176,.176,.118,.118,4261,SG,False,2000-01,SAC
32,20.5,0,.522,.500,.377,0,.447,.765,.714,0,.623,.475,.625,.000,.750,.400,10,NBA,177,Jon Barry,.000,.184,.131,.016,.066,.164,4261,SG,False,2001-02,DET
33,20.3,0,.381,.500,.389,0,.455,.600,.545,0,.611,.426,.333,1.000,.250,.400,14,NBA,172,Jon Barry,.000,.333,.111,.019,.074,.185,4261,SG,False,2002-03,DET
34,17.5,0,.333,.400,.625,0,.333,1.000,.000,0,.375,.333,.333,.000,1.000,.333,5,NBA,100,Jon Barry,.000,.111,.125,.083,.042,.375,4261,SG,False,2003-04,DEN
35,16.7,0,.400,.800,.521,0,.478,.818,.222,0,.479,.438,.300,.000,.667,.375,7,NBA,183,Jon Barry,.000,.391,.208,.021,.125,.167,4261,SG,False,2004-05,HOU
34,16.7,0,.500,.000,.667,0,.000,,,0,.333,.333,1.000,,,.000,4,NBA,6,Dana Barros,.000,.000,.333,.000,.000,.333,4258,PG,False,2001-02,DET
36,3.0,0,.000,,1.000,0,,,,0,.000,.000,.000,,,,1,NBA,1,Dana Barros,.000,,1.000,.000,.000,.000,4258,SG,False,2003-04,BOS
30,17.0,0,.389,.571,.529,0,.438,1.000,.500,0,.471,.412,.600,.250,.000,.600,5,NBA,149,Brent Barry,.000,.125,.147,.118,.118,.147,4259,SG,False,2001-02,SEA
33,18.0,0,.513,.700,.371,0,.424,1.000,.450,0,.629,.457,.647,.333,.667,.429,23,NBA,555,Brent Barry,.000,.303,.162,.114,.029,.067,4259,SG,True,2004-05,SAS
34,16.7,2,.630,.706,.443,0,.500,1.000,.625,0,.557,.557,.625,.400,,.833,13,NBA,301,Brent Barry,.049,.235,.262,.082,.000,.098,4259,SG,False,2005-06,SAS
35,21.1,0,.545,1.000,.183,0,.306,1.000,.400,0,.817,.350,.714,,1.000,.000,19,NBA,225,Brent Barry,.000,.408,.117,.000,.017,.050,4259,SG,True,2006-07,SAS
36,21.0,1,.583,1.000,.226,0,.463,.947,.571,0,.774,.491,.800,.250,,.667,16,NBA,227,Brent Barry,.019,.171,.094,.075,.000,.057,4259,SF,False,2007-08,SAS
37,20.8,1,1.000,1.000,.200,0,.375,1.000,1.000,0,.800,.500,1.000,,,,4,NBA,35,Brent Barry,.100,.125,.200,.000,.000,.000,4259,SG,False,2008-09,HOU
29,,0,,,,0,,,,0,,,,,,,1,NBA,0,Earl Barron,,,,,,,4257,C,False,2010-11,POR
26,13.5,5,.473,.462,.550,0,.422,.947,.455,0,.450,.450,.576,.400,.200,.286,11,NBA,330,Matt Barnes,.050,.489,.330,.100,.050,.070,4244,PF,False,2006-07,GSW
29,12.8,5,.419,.889,.573,0,.375,.917,.375,0,.427,.400,.484,.200,.000,.333,14,NBA,326,Matt Barnes,.080,.500,.413,.067,.013,.080,4244,SF,False,2009-10,ORL
30,11.0,1,.500,.615,.684,0,.167,1.000,.200,0,.316,.395,.667,.250,,.000,10,NBA,131,Matt Barnes,.026,.417,.474,.105,.000,.105,4244,SF,False,2010-11,LAL
31,16.0,1,.393,.636,.475,0,.161,1.000,.200,1,.525,.271,.417,.455,1.000,.000,11,NBA,185,Matt Barnes,.034,.645,.203,.186,.017,.068,4244,SF,False,2011-12,LAL
32,13.1,3,.630,.588,.614,0,.412,1.000,.400,0,.386,.545,.765,.500,.500,.250,6,NBA,162,Matt Barnes,.068,.294,.386,.091,.045,.091,4244,SF,False,2012-13,LAC
33,16.7,5,.553,.808,.439,0,.317,.947,.231,0,.561,.421,.625,.417,.000,.600,13,NBA,404,Matt Barnes,.047,.433,.224,.112,.009,.093,4244,SF,False,2013-14,LAC
34,16.3,4,.550,.955,.400,0,.267,1.000,.308,0,.600,.380,.645,.000,,.500,14,NBA,409,Matt Barnes,.060,.433,.310,.050,.000,.040,4244,SF,False,2014-15,LAC
35,14.5,0,.464,.615,.609,0,.167,1.000,.000,1,.391,.348,.588,.200,.667,.000,4,NBA,139,Matt Barnes,.000,.167,.370,.109,.065,.065,4244,SF,False,2015-16,MEM
36,17.3,0,.429,1.000,.467,0,.125,1.000,.000,0,.533,.267,.500,1.000,,.000,12,NBA,61,Matt Barnes,.000,.500,.267,.067,.000,.133,4244,SF,True,2016-17,GSW
